step,disc_loss,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.25143088850210993,0.045815571349559533,0.2400866197962664,0.019439382192468484,0.5031439254419261,0.024018673315264777,0.464065848994491,0.5618887245791576,0.5048564501073465,0.018144957689692032,0.45031333106696225,0.5291830308457183,0.5109065603873998,0.029503365055622705,0.43430948673284536,0.5713891568765754
2,0.2518959753588863,0.029294860342399417,0.2289615042024463,0.01975848772459833,0.5180491614411333,0.03935921241260776,0.4661766380036179,0.6218239087143116,0.5187331849162857,0.028218743429119723,0.48797095408525426,0.616774113709877,0.5231010591076466,0.03905125003529062,0.4078553088450151,0.6184076738744853
3,0.240673942170157,0.03919633359139773,0.24319701833845805,0.009329309352728802,0.528381440042847,0.04422316296894569,0.4893314245006642,0.6419101733389989,0.5059428694048801,0.0289196894294694,0.42664195566874846,0.5428976511953252,0.506953226653706,0.010051226637275937,0.48577330715479383,0.5215536155978046
4,0.24347779621644072,0.047039720622341435,0.2350493689610283,0.028073989653768127,0.5180022816117418,0.03787277066452413,0.4536808923489733,0.5903399431745893,0.5026976778952392,0.01653717033005591,0.4636805289698901,0.5239309685293629,0.5156252564526949,0.02055712646231709,0.4740313211717264,0.5574270261342553
5,0.22901288669816397,0.060197452294066506,0.23507480593655894,0.023748966297561413,0.5468160488608123,0.06352721494605136,0.44689992856701705,0.6814641319282526,0.49707181751236273,0.034239869097236954,0.3726935993272006,0.5176151532534682,0.5153522174461843,0.01362688695033334,0.49280520063487254,0.5543837888212921
6,0.23805056090939114,0.03993283944049254,0.23839297474988336,0.01907573432889756,0.5363914065159947,0.05976181323046564,0.45348268873836395,0.7368466767762164,0.5068053869903708,0.02420198082367134,0.4495493505935301,0.54936773731127,0.5120174010754023,0.016196269707733194,0.47662994521349167,0.5459695278901504
7,0.2492335432578287,0.04147399089227625,0.2368647854113778,0.023392793935399028,0.5176118390351263,0.027554884352149856,0.4782091041966191,0.602673378505804,0.5141340437820419,0.022443412589607806,0.4741864066977627,0.5567857077826668,0.513776735917764,0.02112465517081824,0.45580133002946777,0.565623340992471
8,0.23736890096619706,0.024303389167667274,0.2612001021731516,0.031044049476625927,0.5519140066681797,0.0978690003000727,0.45142922051040624,0.7896172493189102,0.5137370151532612,0.019840692665126718,0.49266240500104824,0.5842199748559413,0.4910434143512228,0.04640752076619895,0.38298004808405517,0.5347623065729197
9,0.24928370804336553,0.051182786009299576,0.25133517231015345,0.022044818381193022,0.5162087137609499,0.06835903849746469,0.44802626433092774,0.7430868922052971,0.508553211370013,0.03086607104666156,0.4155497254860819,0.572683058411065,0.5009874469639501,0.04813298700688053,0.3228248766263225,0.5384885605628192
10,0.25810023461725373,0.037040150172954964,0.23410199876724516,0.01804310056912233,0.5121520960250162,0.022880691714456298,0.4753215163915501,0.5540882228735262,0.522506262904807,0.06731698213122567,0.3984737965716985,0.7530266897444304,0.5169318839694997,0.027275239422804094,0.48709808905725427,0.6137102931911338
