step,disc_loss,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.6994549102324997,0.08161124273647788,0.6758090842370414,0.045977386299257295,0.49438525842820935,0.039704391396702766,0.40802921991497154,0.5941250209334713,0.5060783237061768,0.02672874926603344,0.4143232187551913,0.5391562235417112,0.5090247851340728,0.016212144074758638,0.4567455594265274,0.5317234789876286
2,0.696960853192535,0.09852585672882279,0.6491699402238726,0.044298174448270805,0.49568945421003074,0.03541170476011754,0.4310413713178068,0.5542152235102624,0.506381209924275,0.05760472635003057,0.35809803443086136,0.6705135796872821,0.5241734074849771,0.04537897318191922,0.4855946796322154,0.6908893596246485
3,0.6948590289194286,0.09512928981902835,0.6896944373181859,0.051096093208330466,0.507601911932732,0.03622598640156485,0.441063033259137,0.5937425660635905,0.5088731898555837,0.031545207655571166,0.4082286825102133,0.5613646687894333,0.5022734142365516,0.02260940696048085,0.44384289257906734,0.5308321977531573
4,0.7073382493771219,0.10065432972599295,0.662491452205997,0.026359639592834976,0.4877523140037224,0.039155958777284956,0.40116950801510426,0.5495171090708197,0.5126886145091872,0.02219732951856607,0.474515563277333,0.5748275901022215,0.5157893682958146,0.015274658967471565,0.49465429426820207,0.5588048161075201
5,0.7050515022763199,0.096506698246163,0.6844780904575558,0.029405261506840946,0.4947338251996246,0.04220137360486198,0.41319390978882814,0.604057563573689,0.5096174091096535,0.017227696444670492,0.4570979349679058,0.5288093050196525,0.5045863615933439,0.014911326755808696,0.45893355472183034,0.522126132138866
6,0.7025875143023426,0.11120399767707204,0.707814461410637,0.04697336108313301,0.49552410415179876,0.046330928078382974,0.3950984218615484,0.5743541807582595,0.5160070852360543,0.015415211716780466,0.4917978760275355,0.5511297633934923,0.49382069663624645,0.03155358351018769,0.4012540038299914,0.5222988329400293
7,0.7065267583550459,0.10404920922977204,0.6629215874461589,0.04144566953893744,0.49552894342439613,0.02785394525711709,0.44480934354180146,0.5444734108244036,0.5082514832815435,0.040234664513411345,0.43159921743065294,0.6445099527073881,0.5154788809437104,0.011511631017026314,0.49644023686361394,0.5468353062415924
8,0.6949926601155701,0.09989773554952586,0.6643325212620735,0.021321592889758684,0.4983716099961828,0.029957178095649,0.44849936324004336,0.5677227635239515,0.5042898511152771,0.013804880797829511,0.47522805287899994,0.5276565305837941,0.5148126921207552,0.014281912948823824,0.49631830500917856,0.5567430014577381
9,0.7010837007060486,0.09309335033288951,0.6788430299614421,0.03626844063184638,0.5052449109971933,0.05144942386005388,0.42439986902023985,0.6258487935111134,0.5068813719603821,0.018365854668382278,0.47309247621729283,0.5504032930256335,0.5073759816869201,0.012878650574592365,0.47633380820448645,0.5289266949870671
10,0.6989733825132789,0.08978523149344023,0.67132165704038,0.030604996163286963,0.4923180812009694,0.030110507244424396,0.42640493935333884,0.5486828020258117,0.522396319107045,0.06146352270024775,0.4776540689727028,0.7570211068621389,0.511227974215418,0.013970974822539537,0.4822608772464402,0.5439079374877707
11,0.6958357453388754,0.08626593974893271,0.6712695252926232,0.07376929578426554,0.5016917183306444,0.02762755943667693,0.4296397028665321,0.5629988449868073,0.5133100386459898,0.01368431677733914,0.4823396078853222,0.5494940639102461,0.511273754148604,0.013895418529755081,0.48634086877339433,0.5463033069555405
12,0.6951428722505971,0.09511826349099384,0.6816733714575824,0.07023870210701064,0.5069485407103015,0.03873189125306119,0.4387433848087955,0.5706468142683379,0.5019622712555984,0.01742746574621851,0.4542034013489124,0.5265420498737861,0.5084011563842272,0.05135157344118479,0.37873854743792557,0.6470622709835608
13,0.6938633621478979,0.09899595885150135,0.7035599839771669,0.04732440419141772,0.520575593010944,0.04764638310711842,0.44643072024730734,0.609152183377508,0.5061476140536673,0.017142371677796066,0.4537356629070053,0.530269781715129,0.4958625948725028,0.030466944925380452,0.39826884397701534,0.524040743933634
