step,disc_loss,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.6836124220616699,0.07424815084685803,0.6838919669449275,0.05464983976553011,0.5172275998929305,0.0476570384043835,0.45059459902816906,0.6350679545540876,0.5049891063848779,0.018149291538091483,0.45049535659708767,0.5295379440357277,0.505003090333225,0.018122547227932582,0.4506472928107992,0.5295801605369901
2,0.691107491773584,0.0657528950012387,0.6888203685658691,0.04011520801162319,0.5075251348971944,0.039931770272089835,0.435843482599199,0.5862903838738881,0.5030692388984395,0.028695303837552154,0.41046069856549927,0.5331190347326572,0.5030770209881237,0.02869047112017337,0.41045761661822305,0.5331249931451063
3,0.7147961925368778,0.11634529173364984,0.6451281366503017,0.05570781201246494,0.5071546265030497,0.03324250487582782,0.42149766881154715,0.564629367374134,0.5255326850550215,0.03241870135253543,0.47640834465383786,0.6247292916269035,0.5255498053313633,0.03243529062823061,0.47645282363257,0.624805728393578
4,0.7004424457085907,0.0470327934737292,0.6660404279842747,0.035759218834025254,0.5105587953624672,0.051847721636655145,0.3928622888780219,0.6216796597928562,0.514290173805908,0.02383842744188321,0.4558350659991778,0.5761158643271616,0.5142969655015506,0.023843434445445406,0.45583338112174404,0.5761349171124261
5,0.7073127053558567,0.104659595982487,0.6826000461775651,0.05374591026176786,0.4943852600854365,0.03970442067509513,0.40802916503450937,0.594125143704405,0.5060754858716989,0.02672206893415232,0.4143509307624651,0.5391375850803732,0.5060893362637986,0.02671043745050458,0.4144113015688751,0.5391537711597447
6,0.7072324701862571,0.09937502097111066,0.6671851257821302,0.03524609265369749,0.5015183486839261,0.042236177136491034,0.4367303701791213,0.6026649256236218,0.5133513842739146,0.014587497369686436,0.4929809441206946,0.5610447788359583,0.5133578008090514,0.01458934426178734,0.49298368288306715,0.5610650926248436
7,0.6985392759167244,0.054749959462811845,0.6878226989581004,0.0516909350209181,0.5003236019775601,0.05192668816468795,0.41327564402102024,0.652260641826801,0.5028965627964932,0.014959471399371208,0.46729687390135405,0.5177252735488905,0.5029096995514668,0.014949853502736688,0.46727424972372206,0.5177058530599467
8,0.7030889536484055,0.10047876386751425,0.6650468069994586,0.028335589507357768,0.5095014584655249,0.06508637831869683,0.35020190383934846,0.630896002804356,0.5144672636730585,0.014978207633367012,0.47892523209028737,0.5517816900043181,0.5144714245155625,0.014979448757451096,0.47892448876518284,0.5517976251448667
9,0.7115860551967437,0.08544970967277873,0.6611163930599362,0.04406973323869242,0.5009061208937712,0.03688696377544167,0.426146800567143,0.5505904432890774,0.5168730087835515,0.025223415498148483,0.4687132534521504,0.5789945823430012,0.5168832341550366,0.02522832944917178,0.4687275323862115,0.5790065263567798
10,0.6702749960679608,0.0616122242172894,0.7096596248811609,0.07827219416220826,0.5210865310571359,0.03805328157547244,0.4704207858990428,0.6196395081924455,0.4945424098772675,0.04710777697819707,0.3314405280054324,0.5322360040003493,0.4945667975655075,0.04706473449078085,0.33161013969226183,0.5322617776431209
