step,disc_loss,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.25143088850210993,0.045815571349559533,0.2400866197962664,0.019439382192468484,0.5031439254419261,0.024018673315264777,0.464065848994491,0.5618887245791576,0.5048564501073465,0.018144957689692032,0.45031333106696225,0.5291830308457183,0.5109065603873998,0.029503365055622705,0.43430948673284536,0.5713891568765754
2,0.2518959753588863,0.029294860342399417,0.2289615042024463,0.01975848772459833,0.5180491614411333,0.03935921241260776,0.4661766380036179,0.6218239087143116,0.5187331849162857,0.028218743429119723,0.48797095408525426,0.616774113709877,0.5231010591076466,0.03905125003529062,0.4078553088450151,0.6184076738744853
3,0.240673942170157,0.03919633359139773,0.24319701833845805,0.009329309352728802,0.528381440042847,0.04422316296894569,0.4893314245006642,0.6419101733389989,0.5059428694048801,0.0289196894294694,0.42664195566874846,0.5428976511953252,0.506953226653706,0.010051226637275937,0.48577330715479383,0.5215536155978046
4,0.24347779621644072,0.047039720622341435,0.2350493689610283,0.028073989653768127,0.5180022816117418,0.03787277066452413,0.4536808923489733,0.5903399431745893,0.5026976778952392,0.01653717033005591,0.4636805289698901,0.5239309685293629,0.5156252564526949,0.02055712646231709,0.4740313211717264,0.5574270261342553
5,0.22901288669816397,0.060197452294066506,0.23507480593655894,0.023748966297561413,0.5468160488608123,0.06352721494605136,0.44689992856701705,0.6814641319282526,0.49707181751236273,0.034239869097236954,0.3726935993272006,0.5176151532534682,0.5153522174461843,0.01362688695033334,0.49280520063487254,0.5543837888212921
6,0.23805056090939114,0.03993283944049254,0.23839297474988336,0.01907573432889756,0.5363914065159947,0.05976181323046564,0.45348268873836395,0.7368466767762164,0.5068053869903708,0.02420198082367134,0.4495493505935301,0.54936773731127,0.5120174010754023,0.016196269707733194,0.47662994521349167,0.5459695278901504
7,0.2492335432578287,0.04147399089227625,0.2368647854113778,0.023392793935399028,0.5176118390351263,0.027554884352149856,0.4782091041966191,0.602673378505804,0.5141340437820419,0.022443412589607806,0.4741864066977627,0.5567857077826668,0.513776735917764,0.02112465517081824,0.45580133002946777,0.565623340992471
8,0.23736890096619706,0.024303389167667274,0.2612001021731516,0.031044049476625927,0.5519140066681797,0.0978690003000727,0.45142922051040624,0.7896172493189102,0.5137370151532612,0.019840692665126718,0.49266240500104824,0.5842199748559413,0.4910434143512228,0.04640752076619895,0.38298004808405517,0.5347623065729197
9,0.24928370804336553,0.051182786009299576,0.25133517231015345,0.022044818381193022,0.5162087137609499,0.06835903849746469,0.44802626433092774,0.7430868922052971,0.508553211370013,0.03086607104666156,0.4155497254860819,0.572683058411065,0.5009874469639501,0.04813298700688053,0.3228248766263225,0.5384885605628192
10,0.25810023461725373,0.037040150172954964,0.23410199876724516,0.018043100569122332,0.5121520960250162,0.022880691714456298,0.4753215163915501,0.5540882228735262,0.522506262904807,0.06731698213122567,0.3984737965716985,0.7530266897444304,0.5169318839694997,0.027275239422804094,0.48709808905725427,0.6137102931911338
11,0.23797722565534685,0.03407791740630391,0.25233636744122845,0.021902411348845154,0.531578587260541,0.06601120696033697,0.3992293330395805,0.6725258220990505,0.5014950106477478,0.02377139561421888,0.4428854140140305,0.5316032185110615,0.4982876824129084,0.024825801183543054,0.446163199433363,0.5244977319002764
12,0.250874727081257,0.04415595902524595,0.24154085965489697,0.03294448040569314,0.5140758032752974,0.04502816769280934,0.41577128254482276,0.6210732782795124,0.5124669569835351,0.02797725449978616,0.4733819931945099,0.6036979020618471,0.5094278197233012,0.029477821935822688,0.46813534586125555,0.6011263710524367
13,0.25692679417162456,0.044353432084149415,0.2445769378242651,0.01609843134380293,0.512332156308413,0.04843958535598363,0.44925438433820675,0.6717973223674204,0.5224528447392639,0.02310072830108781,0.4997589101161119,0.5927798801788879,0.5058101820634441,0.018728854205134777,0.464076948590208,0.5474389776941391
14,0.23708681378635024,0.0389779243464348,0.24108893623750463,0.02232656279041608,0.5341195771527303,0.05074689036039474,0.4635087696620348,0.6922311131900836,0.5040505999835482,0.01829433903915879,0.46125593467423864,0.5312659319203521,0.5091795953782623,0.013389621959537273,0.4735315732400118,0.5246715427007449
15,0.24382599828919052,0.04630108888449285,0.23597357675829397,0.03804785899477069,0.5355114405647616,0.060256799863704975,0.460681242850525,0.6974333119025438,0.5175178741029134,0.015252149608269355,0.48322666679759757,0.5503371410387146,0.5155194862623528,0.035181452940113156,0.44324621514772267,0.6188570184756361
16,0.2563488890221046,0.036523023569882546,0.2532326613381223,0.02340717630015456,0.5029937127507991,0.040781799361871006,0.4331243800853589,0.5650292266303316,0.5135852505293613,0.010785938787875501,0.49143513884196893,0.5331879684299579,0.49781592889335624,0.032223295183991085,0.40004448842122314,0.5337513934957379
17,0.24297032163184912,0.039037032179205025,0.23516433431463718,0.026546769596969673,0.5366332394728864,0.06991783530793085,0.47499280616870254,0.7165734609783425,0.5152978785846851,0.025667676227963124,0.4307682986168701,0.5465252767726776,0.5159811251390398,0.02971558630949121,0.4854586426519608,0.6133204971313289
18,0.24959002240946007,0.056649770525723446,0.24501391270479644,0.03346616585464734,0.506371868098959,0.030940710075046274,0.45650057926850146,0.6007837550187564,0.5040537291075573,0.012797191624574145,0.4765867283717958,0.5368250519662732,0.5055366929012115,0.022555523448889784,0.46813731901082883,0.5705132117264278
19,0.25340969461566004,0.026604951415134293,0.2411856141076698,0.025771654415865854,0.5030746656670771,0.039802704592455315,0.4260882479150236,0.5992102044520187,0.5080932180513122,0.008417496703731604,0.4939610381564398,0.531014746545898,0.5099650685070878,0.03232239047537956,0.3938124424861683,0.5449588253462623
20,0.24645764887246444,0.02919110036843836,0.23951131746459262,0.016098767883303527,0.524749302335724,0.08458250681071576,0.38975562590736235,0.7886335098998872,0.509538512661392,0.013535720218448505,0.468851555543093,0.527828198326759,0.5110079278017912,0.01988665780393522,0.4800030802371972,0.5725160158693997
