step,disc_loss,disc_grad_norm,gen_loss,gen_grad_norm,real_score_mean,real_score_std,real_score_min,real_score_max,fake_score_mean_disc,fake_score_std_disc,fake_score_min_disc,fake_score_max_disc,fake_score_mean_gen,fake_score_std_gen,fake_score_min_gen,fake_score_max_gen
1,0.2827206631057423,0.0863507262209017,0.2450112925016123,0.05313759656942329,0.44841889485773023,0.07667496728829656,0.3717439275694337,0.5250938621460268,0.5050800778687239,0.008097109310356787,0.4969829685583671,0.5131771871790807,0.5051081607493266,0.008071300873339349,0.4970368598759872,0.5131794616226659
2,0.3067071086954284,0.13972699647527825,0.2240367530378083,0.050273403200891346,0.4239291159520671,0.05834931490055345,0.36557980105151366,0.48227843085262057,0.5268624156950427,0.013325890434701226,0.5135365252603414,0.5401883061297439,0.5268898163303052,0.013350694658878504,0.5135391216714267,0.5402405109891837
3,0.24236598481672067,0.07526093881634414,0.24745535640587843,0.04579595954716227,0.5187973459437709,0.01668927290843608,0.5021080730353349,0.535486618852207,0.5026643781589402,0.010612994574801027,0.49205138358413913,0.5132773727337412,0.5026851682014872,0.010599215129317052,0.4920859530721702,0.5132843833308043
4,0.25220558148072086,0.08800602773867111,0.2332283920863097,0.02596477527080006,0.5137908361125129,0.02225406688858531,0.4915367692239276,0.5360449030010982,0.5170666570147433,0.0019437899562603778,0.5151228670584829,0.5190104469710036,0.517073644153142,0.0019454787303982424,0.5151281654227438,0.5190191228835402
5,0.2476092194109859,0.0932158866054519,0.2549654692886614,0.0825193087264912,0.5005010847166677,0.0005025168182889728,0.49999856789837865,0.5010036015349566,0.49528988764879384,0.015269963297080913,0.4800199243517129,0.5105598509458747,0.49535610336112856,0.015229105603844717,0.48012699775728385,0.5105852089649733
6,0.2386019761124854,0.06598439460111301,0.2595287512903145,0.04257933107586806,0.514780304911629,0.004384189549239803,0.5103961153623892,0.5191644944608688,0.49106536590978056,0.022677952151130415,0.4683874137586502,0.513743318060911,0.4910824144195146,0.02266066544167067,0.46842174897784394,0.5137430798611853
7,0.273344101558295,0.1512577458585399,0.3107576433716992,0.1345341440881509,0.4197151663588424,0.06831957031796593,0.35139559604087645,0.4880347366768083,0.44703755649812316,0.07064120219909109,0.37639635429903207,0.5176787586972142,0.4471852998468996,0.07051552959068186,0.37666977025621773,0.5177008294375814
8,0.27351819083575796,0.13060633156510698,0.2247752139396098,0.03577060782051856,0.4822998918007507,0.04310110566868108,0.43919878613206964,0.5254009974694318,0.5260245139459013,0.011065828454785653,0.5149586854911157,0.537090342400687,0.5260382353059444,0.011075523812339116,0.5149627114936053,0.5371137591182835
9,0.2741337499190137,0.14541430754935206,0.24391600511548006,0.03318750780316053,0.46257509101952754,0.05207229267060812,0.4105027983489194,0.5146473836901356,0.5061957823499432,0.008567365201468669,0.4976284171484745,0.5147631475514118,0.5062067351623385,0.008555883993477148,0.4976508511688614,0.5147626191558157
10,0.26400830050148993,0.1034859453193446,0.2318147746504703,0.037738623752218196,0.4918365726844431,0.02486716313574583,0.46696940954869726,0.5167037358201889,0.5185696109917567,0.006289291680453335,0.5122803193113034,0.52485890267221,0.5185844822697717,0.006295376845792622,0.5122891054239791,0.5248798591155643
11,0.27251034773083693,0.09714396608432306,0.24397847549274038,0.025638297298872927,0.46291518165083634,0.011479625280079092,0.4514355563707573,0.47439480693091546,0.5061308035230758,0.008467128437533333,0.49766367508554255,0.5145979319606092,0.5061373588347993,0.00846123073055527,0.497676128104244,0.5145985895653545
12,0.2871437191624657,0.12690682218688554,0.25559663306726677,0.044340109588139984,0.42656758175255355,0.00023468832898132508,0.4263328934235722,0.4268022700815349,0.4947719524872994,0.018473036398249987,0.4762989160890494,0.5132449888855494,0.4947914339923759,0.018473584587079483,0.4763178494052964,0.5132650185794554
13,0.2705984841302546,0.14196745023916316,0.22353966082856802,0.05407555632395502,0.49712040863777385,0.09982990404722125,0.3972905045905526,0.5969503126849951,0.5272002294682372,0.00019445740009671475,0.5270057720681405,0.5273946868683339,0.5272311441386546,0.0001629250994203968,0.5270682190392342,0.527394069238075
14,0.2625059253550003,0.07263379050210851,0.2689009031973534,0.061125313639911416,0.45949122617735627,0.029200077018934123,0.43029114915842215,0.4886913031962904,0.48150154411060386,0.007762373198019201,0.47373917091258466,0.48926391730862306,0.4815377305521462,0.007772441603145941,0.4737652889490003,0.48931017215529216
15,0.21513229859980987,0.09752784655213585,0.22901534842394006,0.11774697575680418,0.6031975261049448,0.003842902299453943,0.5993546238054909,0.6070404284043988,0.5217960340825809,0.01833890413279632,0.5034571299497845,0.5401349382153772,0.5219462197819198,0.01847245688597826,0.5034737628959416,0.5404186766678981
16,0.2591787748522762,0.08552384577273434,0.22476084507462765,0.03813170931778362,0.5093555924091246,0.02718584818340264,0.482169744225722,0.5365414405925273,0.5259897472200741,0.008667487187093481,0.5173222600329807,0.5346572344071676,0.5260052372141427,0.008675730041559748,0.517329507172583,0.5346809672557025
17,0.23315002827333597,0.07348228939180708,0.2938221841310076,0.1418677097978072,0.4970611894975022,0.010871380553450133,0.4861898089440521,0.5079325700509524,0.4596521191081105,0.04296919532236981,0.4166829237857407,0.5026213144304803,0.45982483038831057,0.042794015347050934,0.41703081504125966,0.5026188457353615
18,0.2514469960661098,0.07896243320377337,0.2532529147336078,0.037034132729022624,0.49444462136725537,0.02032503343033859,0.4741195879369168,0.514769654797594,0.4967585327911521,0.0009697500161975625,0.4957887827749546,0.4977282828073497,0.4967721665844831,0.0009724347851094717,0.49579973179937364,0.4977446013695926
19,0.2375057260049236,0.10794526399905707,0.24630255055272204,0.07090888758477491,0.5330083886881085,0.054290557342098894,0.4787178313460096,0.5872989460302074,0.5037236605045039,0.0035136035167909196,0.500210056987713,0.5072372640212949,0.5037744752060181,0.0035337415752098034,0.5002407336308083,0.507308216781228
20,0.254883111053686,0.06665939665796669,0.22782985657148946,0.04057915942250414,0.5138877719876885,0.0023909034982892985,0.5114968684893992,0.5162786754859778,0.5227683553961353,0.008933865914599548,0.5138344894815358,0.5317022213107349,0.5227856085343747,0.008933943583637582,0.5138516649507372,0.5317195521180124
21,0.25143265687244015,0.05674402885773022,0.23383207755475877,0.03208261716642964,0.5141751698309623,0.004470833571926014,0.5097043362590363,0.5186460034028884,0.5164615549448416,0.004759170978049343,0.5117023839667922,0.5212207259228909,0.5164722720988508,0.0047663326854732735,0.5117059394133776,0.5212386047843242
